Agency,Agency Type,Distribution Channel,Product Name,Duration,Destination,Commision (in value),Claim,Premium_Plan,Duration_Category,Duration_Time_Cat
6,Travel Agency,Online,11,1.4106073435331306,7,0.0,0,0,1,1.9898130776295955
1,Airlines,Online,3,0.7789761155227788,1,112.31,0,1,3,1.820411365664873
6,Travel Agency,Online,11,0.7458337708493248,4,0.0,1,0,2,1.1125360274786462
6,Travel Agency,Online,11,-1.0181596428754496,7,0.0,0,0,2,2.073298116760526
6,Travel Agency,Online,11,-1.4520208627453397,3,0.0,0,0,1,2.1083645858477205
6,Travel Agency,Online,11,-0.02070675960610454,6,0.0,0,0,1,0.00042876989338500265
6,Travel Agency,Online,11,0.6154328417891111,1,0.0,0,0,1,0.378757582752621
6,Travel Agency,Online,11,-0.041178675274036104,14,0.0,0,0,2,0.0033913665946490247
6,Travel Agency,Online,11,2.046746944928346,3,0.0,0,0,1,4.189173056573518
1,Airlines,Online,6,2.319858663096046,1,61.46610114530837,1,1,2,10.763488433483548
1,Airlines,Online,8,0.3930350881043699,1,15.0,0,1,2,0.3089531609624196
5,Travel Agency,Online,11,1.8877120445795423,5,53.46,0,0,1,3.563456763250676
6,Travel Agency,Online,11,0.12165148599286614,15,0.0,0,0,2,0.029598168088545013
1,Airlines,Online,2,0.3176688735662256,1,63.21,1,1,3,0.3027405396985039
6,Travel Agency,Online,11,-0.17974165995490843,7,0.0,0,0,1,0.03230706432334593
6,Travel Agency,Online,11,1.8877120445795423,12,0.0,0,0,1,3.563456763250676
6,Travel Agency,Online,11,-0.9749161616989279,3,0.0,0,0,1,0.9504615223417702
1,Airlines,Online,8,-1.6110557630941436,1,3.45,0,1,1,2.5955006717988534
5,Travel Agency,Online,11,-0.5025307988635924,3,17.82,0,0,2,0.5050744076129607
6,Travel Agency,Online,11,1.4106073435331306,13,0.0,0,0,1,1.9898130776295955
2,Travel Agency,Online,5,-1.2929859623965356,10,17.323765770458532,1,1,1,1.6718126989544955
5,Travel Agency,Online,11,1.0925375428355228,15,47.52,0,0,1,1.193638282505082
1,Airlines,Online,2,0.8676890466682698,1,72.94,1,1,3,2.258652845124273
6,Travel Agency,Online,11,-0.23114719675208872,8,0.0,0,0,2,0.10685805313269763
6,Travel Agency,Online,11,-0.1497321161186376,5,0.0,0,0,2,0.044839413194730345
6,Travel Agency,Online,11,-0.9749161616989279,8,0.0,0,0,1,0.9504615223417702
6,Travel Agency,Online,11,0.13832814074269936,4,0.0,0,0,1,0.019134674521332044
6,Travel Agency,Online,11,-0.02070675960610454,7,0.0,1,0,1,0.00042876989338500265
6,Travel Agency,Online,11,1.2515724431843267,3,0.0,0,0,1,1.5664335805383847
6,Travel Agency,Online,11,-0.49781146065251625,15,0.0,0,0,1,0.24781625035699173
6,Travel Agency,Online,11,-0.9910212826642992,12,0.0,0,0,2,1.9642463653871858
6,Travel Agency,Online,11,0.45639794144030715,15,0.0,0,0,1,0.20829908095095004
6,Travel Agency,Online,11,-0.49781146065251625,9,0.0,0,0,1,0.24781625035699173
1,Airlines,Online,6,-0.9638829224531488,1,10.89,0,1,2,1.8581405763936456
6,Travel Agency,Online,11,1.2515724431843267,3,0.0,0,0,1,1.5664335805383847
6,Travel Agency,Online,11,1.2515724431843267,1,0.0,0,0,1,1.5664335805383847
6,Airlines,Online,11,1.7286771442307383,11,20.0,0,0,1,2.9883246689857406
1,Airlines,Online,2,0.3886392184826184,1,54.0,0,1,3,0.4531213264283412
1,Airlines,Online,6,-0.33877656030371234,1,10.717854221593141,1,1,1,0.11476955781121484
6,Travel Agency,Online,11,-0.8281911213973969,3,0.0,0,0,2,1.3718010671229557
1,Airlines,Online,6,-1.4520208627453397,1,9.25,0,1,1,2.1083645858477205
6,Travel Agency,Online,11,-0.12259375590748722,15,0.0,0,0,2,0.030058457975009115
1,Airlines,Online,8,-0.33877656030371234,1,3.38,0,1,1,0.11476955781121484
6,Travel Agency,Online,11,-0.014040315062885729,5,0.0,0,0,2,0.00039426089413019177
6,Travel Agency,Online,11,0.013098045148264644,13,0.0,0,0,2,0.000343117573411958
6,Travel Agency,Online,11,0.06737476557056539,2,0.0,1,0,2,0.009078718071377287
6,Travel Agency,Online,11,0.5015885289489713,7,0.0,0,0,2,0.5031821047463861
6,Travel Agency,Online,11,0.908663932116227,15,0.0,0,0,2,1.6513402830578463
6,Travel Agency,Online,11,-1.0181596428754496,2,0.0,0,0,2,2.073298116760526
1,Airlines,Online,6,0.29736304109150324,1,13.040383420339813,1,1,1,0.08842477820718704
6,Airlines,Online,11,0.1487898462040165,13,12.25,0,0,2,0.044276836666829765
5,Travel Agency,Online,11,-0.014040315062885729,5,59.4,0,0,2,0.00039426089413019177
5,Travel Agency,Online,11,0.5015885289489713,14,77.22,0,0,2,0.5031821047463861
6,Travel Agency,Online,11,-0.9096062020308481,12,0.0,1,0,2,1.654766885545968
6,Travel Agency,Online,11,0.6154328417891111,15,0.0,0,0,1,0.378757582752621
5,Travel Agency,Online,11,-0.33877656030371234,7,53.46,0,0,1,0.11476955781121484
1,Airlines,Online,2,0.5128373220863058,1,54.0,1,1,3,0.7890063567739602
6,Airlines,Online,11,-0.4482540784412917,11,12.4,0,0,2,0.4018634376785034
6,Travel Agency,Online,11,-0.49781146065251625,12,0.0,0,0,1,0.24781625035699173
6,Travel Agency,Online,11,-0.7739144009750962,15,0.0,0,0,2,1.197887000073284
6,Travel Agency,Online,11,-0.8158812613501241,10,0.0,1,0,1,0.6656622326222694
6,Travel Agency,Online,11,-0.5296691590747429,10,0.0,0,0,2,0.5610988361498905
6,Travel Agency,Online,11,-0.5839458794970436,5,0.0,0,0,2,0.6819855803631515
6,Travel Agency,Online,11,-0.8158812613501241,4,0.0,0,0,1,0.6656622326222694
6,Travel Agency,Online,11,0.45639794144030715,15,0.0,0,0,1,0.20829908095095004
6,Travel Agency,Online,11,-0.5568075192858932,15,0.0,0,0,2,0.6200692270666207
6,Airlines,Online,11,-0.36683899780784057,15,14.7,0,0,2,0.2691417006253217
6,Travel Agency,Online,11,0.8272488514827758,15,0.0,0,0,2,1.3686813245591434
5,Travel Agency,Online,11,0.29736304109150324,3,11.88,0,0,1,0.08842477820718704
6,Travel Agency,Online,11,-0.4211157182301413,10,0.0,0,0,2,0.35467689628097554
1,Airlines,Online,2,0.2999262873371274,1,63.21,1,1,3,0.26986733350749936
5,Travel Agency,Online,11,-0.6382225999193444,5,35.64,0,0,2,0.8146561740956151
5,Travel Agency,Online,11,-0.8281911213973969,14,35.64,0,0,2,1.3718010671229557
5,Travel Agency,Online,11,-0.9910212826642992,15,47.52,0,0,2,1.9642463653871858
6,Airlines,Online,11,-0.3397006375966902,4,7.7,0,0,2,0.23079304636719575
6,Travel Agency,Online,11,0.7744677421379149,10,0.0,0,0,1,0.5998002836121998
1,Airlines,Online,8,-1.4520208627453397,1,6.713225975014738,1,1,1,2.1083645858477205
6,Travel Agency,Online,11,1.0925375428355228,9,0.0,0,0,1,1.193638282505082
6,Travel Agency,Online,11,-0.8010527611862466,13,0.0,0,0,2,1.2833710524082196
5,Travel Agency,Online,11,-0.23114719675208872,5,29.7,0,0,2,0.10685805313269763
6,Airlines,Online,11,0.7186954106381743,11,46.8,0,0,2,1.033046186544748
6,Travel Agency,Online,11,0.5830036095824225,2,0.0,0,0,2,0.6797864175722674
2,Travel Agency,Online,11,-0.6568463610013201,6,16.25,0,1,1,0.4314471419606765
6,Travel Agency,Online,11,-0.7739144009750962,15,0.0,0,0,2,1.197887000073284
1,Airlines,Online,6,0.45639794144030715,1,11.99473922998626,1,1,1,0.20829908095095004
1,Airlines,Online,8,1.4106073435331306,1,6.053434645533008,1,1,1,1.9898130776295955
1,Airlines,Online,6,0.09451312578171576,1,18.080523588418306,1,1,2,0.01786546189006085
1,Airlines,Online,2,0.3176688735662256,1,63.21,1,1,3,0.3027405396985039
6,Travel Agency,Online,11,-1.1339510620477318,4,0.0,0,0,1,1.2858450111191788
6,Travel Agency,Online,11,-0.17687047632978797,10,0.0,0,0,2,0.06256633079425218
6,Travel Agency,Online,11,-1.4520208627453397,2,0.0,0,0,1,2.1083645858477205
6,Travel Agency,Online,11,1.4106073435331306,8,0.0,0,0,1,1.9898130776295955
5,Travel Agency,Online,11,-0.2854239171743895,3,11.88,0,0,2,0.1629336249903455
6,Travel Agency,Online,11,-0.8158812613501241,6,0.0,0,0,1,0.6656622326222694
6,Travel Agency,Online,11,0.45639794144030715,1,0.0,0,0,1,0.20829908095095004
6,Travel Agency,Online,11,0.6154328417891111,15,0.0,0,0,1,0.378757582752621
1,Airlines,Online,8,0.13832814074269936,1,7.38,0,1,1,0.019134674521332044
6,Airlines,Online,11,-0.5296691590747429,15,20.0,0,0,2,0.5610988361498905
6,Travel Agency,Online,11,0.45639794144030715,6,0.0,0,0,1,0.20829908095095004
6,Airlines,Online,11,-1.0181596428754496,6,6.3,0,0,2,2.073298116760526
1,Airlines,Online,8,-1.4520208627453397,1,6.75,1,1,1,2.1083645858477205
1,Airlines,Online,2,0.353154046024422,1,54.0,1,1,3,0.37415334067025874
1,Airlines,Online,6,-0.06831703548518647,1,15.5,0,1,2,0.009334434674968455
6,Travel Agency,Online,11,0.45639794144030715,3,0.0,0,0,1,0.20829908095095004
6,Airlines,Online,11,0.1487898462040165,11,72.0,0,0,2,0.044276836666829765
1,Airlines,Online,6,0.13832814074269936,1,3.75,0,1,1,0.019134674521332044
5,Travel Agency,Online,11,-0.9096062020308481,15,35.64,0,0,2,1.654766885545968
6,Travel Agency,Online,11,-0.6924993203416451,12,0.0,0,0,2,0.9591106173472808
5,Travel Agency,Online,11,1.2515724431843267,3,11.88,0,0,1,1.5664335805383847
6,Travel Agency,Online,11,-1.4520208627453397,12,0.0,0,0,1,2.1083645858477205
6,Travel Agency,Online,11,0.7744677421379149,10,0.0,0,0,1,0.5998002836121998
6,Travel Agency,Online,11,-0.9638829224531488,9,0.0,1,0,2,1.8581405763936456
6,Travel Agency,Online,11,-0.6110842397081939,15,0.0,0,0,2,0.7468478960394829
6,Travel Agency,Online,11,0.7744677421379149,10,0.0,0,0,1,0.5998002836121998
1,Airlines,Online,2,0.796718701751877,1,63.21,1,1,3,1.9042820691635889
6,Travel Agency,Online,11,-0.8010527611862466,2,0.0,0,0,2,1.2833710524082196
6,Travel Agency,Online,11,-0.02070675960610454,15,0.0,0,0,1,0.00042876989338500265
6,Travel Agency,Online,11,-0.23114719675208872,12,0.0,0,0,2,0.10685805313269763
6,Travel Agency,Online,11,-1.2929859623965356,2,0.0,0,0,1,1.6718126989544955
6,Travel Agency,Online,11,2.046746944928346,7,0.0,0,0,1,4.189173056573518
1,Airlines,Online,8,-0.8158812613501241,1,4.0,0,1,1,0.6656622326222694
1,Airlines,Online,2,0.4241243909408148,1,46.96,1,1,3,0.5396444969727513
6,Travel Agency,Offline,11,0.9335026424867189,3,10.5,0,0,1,0.8714271835296868
1,Airlines,Online,6,0.29736304109150324,1,9.75,0,1,1,0.08842477820718704
5,Travel Agency,Online,11,0.20306656662631725,10,29.7,0,0,2,0.08247206096280109
6,Travel Agency,Online,11,0.3116200074709188,8,0.0,0,0,2,0.19421405811235096
5,Travel Agency,Online,11,-0.6653609601304947,5,41.58,1,0,2,0.8854104145315476
1,Airlines,Online,8,-0.6924993203416451,1,8.202051425089714,1,1,2,0.9591106173472808
1,Airlines,Online,2,0.2999262873371274,1,54.0,1,1,3,0.26986733350749936
1,Airlines,Online,6,0.7729721310604751,1,5.63,0,1,2,1.1949718307923447
6,Travel Agency,Online,11,1.7286771442307383,15,0.0,1,0,1,2.9883246689857406
6,Airlines,Online,11,-1.4520208627453397,3,6.0,0,0,1,2.1083645858477205
6,Travel Agency,Online,11,-0.393977358018991,1,0.0,0,0,2,0.3104363172632484
1,Airlines,Online,8,1.2515724431843267,1,10.0,0,1,1,1.5664335805383847
6,Airlines,Online,11,-2.5034023368603884,1,3.94,0,0,3,18.801069780594162
6,Travel Agency,Online,11,-0.6110842397081939,7,0.0,1,0,2,0.7468478960394829
6,Travel Agency,Online,11,0.013098045148264644,15,0.0,0,0,2,0.000343117573411958
6,Travel Agency,Online,11,0.9335026424867189,2,0.0,0,0,1,0.8714271835296868
5,Travel Agency,Online,11,3.1340094694305574,5,41.58,0,0,2,19.64403070896081
6,Travel Agency,Online,11,-1.4520208627453397,15,0.0,0,0,1,2.1083645858477205
1,Airlines,Online,6,-0.49781146065251625,1,4.851589017151241,1,1,1,0.24781625035699173
6,Airlines,Online,11,-0.17974165995490843,11,20.0,0,0,1,0.03230706432334593
6,Travel Agency,Online,11,0.8272488514827758,8,0.0,0,0,2,1.3686813245591434
6,Travel Agency,Online,11,0.9335026424867189,3,0.0,0,0,1,0.8714271835296868
1,Airlines,Online,2,1.3822240473121177,1,66.59087326231987,1,1,3,5.731629950903674
1,Airlines,Online,2,0.3176688735662256,1,46.96,1,1,3,0.3027405396985039
6,Travel Agency,Online,11,-0.7739144009750962,2,0.0,0,0,2,1.197887000073284
6,Travel Agency,Online,11,0.6154328417891111,1,0.0,0,0,1,0.378757582752621
6,Airlines,Online,11,-0.7196376805527954,2,13.92,0,0,2,1.0357567825428144
1,Airlines,Online,6,-0.6653609601304947,1,7.96,0,1,2,0.8854104145315476
5,Travel Agency,Online,11,-1.2929859623965356,5,17.82,0,0,1,1.6718126989544955
6,Travel Agency,Online,11,-1.2929859623965356,1,0.0,0,0,1,1.6718126989544955
6,Travel Agency,Online,11,-0.33877656030371234,15,0.0,0,0,1,0.11476955781121484
6,Travel Agency,Online,11,-0.8158812613501241,8,0.0,0,0,1,0.6656622326222694
6,Travel Agency,Online,11,-0.4211157182301413,11,0.0,0,0,2,0.35467689628097554
6,Travel Agency,Offline,11,-0.49781146065251625,2,10.5,0,0,1,0.24781625035699173
6,Travel Agency,Online,11,-0.7467760407639459,15,0.0,0,0,2,1.115348910118149
1,Airlines,Online,2,0.6547780119190914,1,63.21,1,1,3,1.2862027346781533
6,Airlines,Online,11,-0.02070675960610454,15,6.0,0,0,1,0.00042876989338500265
1,Airlines,Online,8,-0.5839458794970436,1,5.88,0,1,2,0.6819855803631515
1,Airlines,Online,6,-0.014040315062885729,1,15.88,0,1,2,0.00039426089413019177
1,Airlines,Online,2,0.5838076670026986,1,54.0,1,1,3,1.0224941761534014
1,Airlines,Online,2,0.619292839460895,1,54.0,1,1,3,1.1505708630226135
1,Airlines,Online,8,0.29736304109150324,1,3.38,1,1,1,0.08842477820718704
6,Travel Agency,Online,11,2.2384435824625952,2,0.0,0,0,2,10.021259343735954
1,Airlines,Online,2,1.240283357479332,1,64.8,0,1,3,4.614908420520613
6,Travel Agency,Online,11,-1.8114414739255584,3,0.0,0,0,3,9.8439606403728
1,Airlines,Online,8,-0.36683899780784057,1,13.25,0,1,2,0.2691417006253217
1,Airlines,Online,2,0.353154046024422,1,54.0,0,1,3,0.37415334067025874
6,Travel Agency,Online,11,1.0925375428355228,2,0.0,0,0,1,1.193638282505082
5,Travel Agency,Online,11,-0.9096062020308481,15,17.82,0,0,2,1.654766885545968
6,Travel Agency,Online,11,1.7286771442307383,3,0.0,0,0,1,2.9883246689857406
6,Airlines,Online,11,-0.02070675960610454,3,7.7,0,0,1,0.00042876989338500265
6,Travel Agency,Online,11,0.23020492683746763,3,0.0,0,0,2,0.10598861668048765
6,Airlines,Online,11,1.0925375428355228,14,12.6,0,0,1,1.193638282505082
6,Travel Agency,Online,11,-0.6382225999193444,11,0.0,0,0,2,0.8146561740956151
6,Travel Agency,Online,11,-1.1339510620477318,8,0.0,0,0,1,1.2858450111191788
6,Travel Agency,Online,11,0.45639794144030715,15,0.0,0,0,1,0.20829908095095004
6,Travel Agency,Online,11,-0.9749161616989279,12,0.0,0,0,1,0.9504615223417702
6,Travel Agency,Online,11,-0.5839458794970436,3,0.0,0,0,2,0.6819855803631515
6,Travel Agency,Online,11,-0.17974165995490843,7,0.0,0,0,1,0.03230706432334593
6,Travel Agency,Online,11,1.0925375428355228,3,0.0,0,0,1,1.193638282505082
1,Airlines,Online,8,-1.1339510620477318,1,3.5469476630692287,1,1,1,1.2858450111191788
1,Airlines,Online,8,-1.1339510620477318,1,4.0,0,1,1,1.2858450111191788
5,Travel Agency,Online,11,2.046746944928346,3,59.4,0,0,1,4.189173056573518
5,Travel Agency,Online,11,1.3971544159169338,15,38.500638987340785,1,0,2,3.904080923832377
1,Airlines,Online,9,-0.33877656030371234,1,18.38,0,1,1,0.11476955781121484
6,Travel Agency,Online,11,3.3511163511197606,8,0.0,0,0,2,22.459961597484437
1,Airlines,Online,8,-0.7739144009750962,1,5.88,0,1,2,1.197887000073284
1,Airlines,Online,8,0.7744677421379149,1,6.924986263739482,1,1,1,0.5998002836121998
6,Airlines,Online,11,-0.33877656030371234,9,9.1,0,0,1,0.11476955781121484
6,Travel Agency,Online,11,-0.3125622773855398,4,0.0,0,0,2,0.19539035448887027
6,Travel Agency,Offline,11,0.25734328704861803,2,10.5,0,0,2,0.13245113477797482
1,Airlines,Online,2,0.3176688735662256,1,63.21,1,1,3,0.3027405396985039
1,Airlines,Online,8,-0.8824678418196977,1,22.332437837113446,1,1,2,1.55749898369183
6,Travel Agency,Online,11,0.8815255719050766,4,0.0,1,0,2,1.554174667845145
6,Airlines,Online,11,-1.4520208627453397,3,6.3,0,0,1,2.1083645858477205
6,Travel Agency,Online,11,0.25734328704861803,10,0.0,0,0,2,0.13245113477797482
1,Airlines,Online,6,0.9335026424867189,1,11.88,0,1,1,0.8714271835296868
6,Airlines,Online,11,-0.4211157182301413,2,7.7,0,0,2,0.35467689628097554
1,Airlines,Online,6,1.4106073435331306,1,12.105862665333454,1,1,1,1.9898130776295955
1,Airlines,Online,8,-0.23114719675208872,1,8.590792268151757,1,1,2,0.10685805313269763
5,Travel Agency,Online,11,-0.12259375590748722,15,29.7,0,0,2,0.030058457975009115
6,Airlines,Online,11,-0.9910212826642992,6,7.7,0,0,2,1.9642463653871858
6,Travel Agency,Online,11,2.0756134211956927,15,0.0,0,0,2,8.616342148495375
6,Travel Agency,Online,11,0.13832814074269936,4,0.0,0,0,1,0.019134674521332044
6,Travel Agency,Online,11,-0.36683899780784057,4,0.0,0,0,2,0.2691417006253217
5,Travel Agency,Online,11,0.7744677421379149,2,17.82,1,0,1,0.5998002836121998
6,Travel Agency,Online,11,-0.12259375590748722,13,0.0,0,0,2,0.030058457975009115
1,Airlines,Online,2,0.3354114597953238,1,63.21,0,1,3,0.3375025420860903
6,Travel Agency,Online,11,-0.3397006375966902,15,0.0,0,0,2,0.23079304636719575
1,Airlines,Online,8,-0.4482540784412917,1,20.25,1,1,2,0.4018634376785034
6,Travel Agency,Online,11,0.04023640535941502,10,0.0,0,0,2,0.0032379366324943237
6,Travel Agency,Online,11,-0.6653609601304947,4,0.0,0,0,2,0.8854104145315476
5,Travel Agency,Online,11,-0.9749161616989279,3,23.76,0,0,1,0.9504615223417702
6,Travel Agency,Online,11,0.44731180852667063,13,0.0,0,0,2,0.4001757080948017
6,Travel Agency,Online,11,0.29736304109150324,5,0.0,0,0,1,0.08842477820718704
5,Travel Agency,Online,11,-0.3125622773855398,5,47.19881149609869,1,0,2,0.19539035448887027
6,Travel Agency,Online,11,0.29736304109150324,6,0.0,0,0,1,0.08842477820718704
6,Airlines,Online,11,1.8877120445795423,9,7.7,0,0,1,3.563456763250676
6,Travel Agency,Online,11,0.7744677421379149,5,0.0,0,0,1,0.5998002836121998
6,Travel Agency,Online,11,-1.8469266463837548,7,0.0,0,0,3,10.23341411136703
1,Airlines,Online,2,0.5660650807736004,1,63.687708153484536,1,1,3,0.9612890270136683
6,Travel Agency,Online,11,-0.02070675960610454,6,0.0,0,0,1,0.00042876989338500265
6,Travel Agency,Online,11,-0.8158812613501241,4,0.0,0,0,1,0.6656622326222694
1,Airlines,Online,2,0.3176688735662256,1,63.21,1,1,3,0.3027405396985039
6,Travel Agency,Offline,11,0.5830036095824225,3,10.5,0,0,2,0.6797864175722674
1,Airlines,Online,6,0.45639794144030715,1,8.499971974905389,1,1,1,0.20829908095095004
6,Airlines,Online,11,-0.6653609601304947,15,24.15,0,0,2,0.8854104145315476
1,Airlines,Online,8,-0.9910212826642992,1,8.38,0,1,2,1.9642463653871858
6,Travel Agency,Online,11,-0.8158812613501241,15,0.0,0,0,1,0.6656622326222694
1,Airlines,Online,8,0.29736304109150324,1,8.38,0,1,1,0.08842477820718704
1,Airlines,Online,2,0.3176688735662256,1,63.21,1,1,3,0.3027405396985039
1,Airlines,Online,8,-0.49781146065251625,1,4.0,0,1,1,0.24781625035699173
6,Travel Agency,Online,11,-0.8158812613501241,12,0.0,0,0,1,0.6656622326222694
6,Travel Agency,Online,11,-0.5568075192858932,2,0.0,0,0,2,0.6200692270666207
5,Travel Agency,Online,11,0.8001104912716255,15,17.82,0,0,2,1.2803535964858437
5,Travel Agency,Online,11,-0.8158812613501241,3,17.82,0,0,1,0.6656622326222694
1,Airlines,Online,8,-0.7196376805527954,1,6.75,0,1,2,1.0357567825428144
6,Travel Agency,Online,11,-0.17974165995490843,15,0.0,0,0,1,0.03230706432334593
2,Travel Agency,Online,5,-0.17974165995490843,15,23.73,1,1,1,0.03230706432334593
6,Travel Agency,Online,11,-0.6568463610013201,9,0.0,0,0,1,0.4314471419606765
6,Airlines,Online,11,-0.014040315062885729,11,12.4,0,0,2,0.00039426089413019177
6,Travel Agency,Online,11,-1.2929859623965356,12,0.0,0,0,1,1.6718126989544955
6,Travel Agency,Online,11,-0.49781146065251625,1,0.0,0,0,1,0.24781625035699173
6,Travel Agency,Online,11,-0.33877656030371234,2,0.0,0,0,1,0.11476955781121484
6,Airlines,Online,11,1.12577081380543,8,12.95,0,0,2,2.5347198504322805
6,Travel Agency,Online,11,-1.0181596428754496,1,0.0,0,0,2,2.073298116760526
5,Travel Agency,Online,11,1.2515724431843267,7,29.7,0,0,1,1.5664335805383847
6,Travel Agency,Online,11,-1.4520208627453397,3,0.0,0,0,1,2.1083645858477205
6,Travel Agency,Online,11,-1.1339510620477318,6,0.0,0,0,1,1.2858450111191788
6,Travel Agency,Online,11,1.8877120445795423,3,0.0,0,0,1,3.563456763250676
1,Airlines,Online,6,1.0714940933831292,1,60.16950305654615,1,1,2,2.296199184309868
6,Travel Agency,Offline,11,0.13832814074269936,2,9.57,0,0,1,0.019134674521332044
6,Travel Agency,Online,11,1.0443557331719788,15,0.0,0,0,2,2.181357794818363
6,Travel Agency,Online,11,-0.6653609601304947,14,0.0,0,0,2,0.8854104145315476
6,Travel Agency,Online,11,-0.8010527611862466,13,0.0,0,0,2,1.2833710524082196
6,Airlines,Online,11,-0.6382225999193444,1,0.34,0,0,2,0.8146561740956151
6,Airlines,Online,11,-0.5839458794970436,14,23.45,0,0,2,0.6819855803631515
6,Airlines,Online,11,-0.6568463610013201,15,6.0,0,0,1,0.4314471419606765
6,Travel Agency,Online,11,-0.6568463610013201,12,0.0,0,0,1,0.4314471419606765
6,Travel Agency,Online,11,-0.6924993203416451,4,0.0,0,0,2,0.9591106173472808
